PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,FamilySize,Title,IsAlone,SmallFamily,LargeFamily,HasCabin,CabinDeck,FareLog,FareBand,AgeBand,IsChild,IsSenior,Sex_Pclass,IsWomanOrChild
509,1,3,"Anderson, Miss. Edith",female,18.6,0,2,194943,14.3627,,S,3,Miss,0,1,0,0,,2.7319424935218124,Mid,Young,0,0,female_3,1
510,0,3,"Wilson, Mr. Robert",male,30.65,0,2,267476,10.3658,,C,3,Mr,0,1,0,0,,2.430608846380151,Mid,Young,0,0,male_3,0
511,0,3,"Miller, Col. William",male,24.3,0,0,678987,7.4366,,Q,1,Col,1,0,0,0,,2.132579383842688,Low,Young,0,0,male_3,0
512,0,2,"Davis, Mr. George",male,28.6,1,0,240721,24.3796,,S,2,Mr,0,1,0,0,,3.233945701720752,High,Young,0,0,male_2,0
513,1,3,"Taylor, Miss. Edith",female,22.4,0,0,235366,5.5675,,S,1,Miss,1,0,0,0,,1.8821332425775579,Low,Young,0,0,female_3,1
514,0,3,"Brown, Miss. Florence",female,24.0,0,0,585357,29.6176,G115,S,1,Miss,1,0,0,1,G,3.421575007013957,High,Young,0,0,female_3,1
515,0,1,"Anderson, Mr. John",male,30.65,1,0,50409,40.6553,,S,2,Mr,0,1,0,0,,3.729428611417503,VHigh,Young,0,0,male_1,0
516,1,1,"Miller, Miss. Ellen",female,21.1,0,0,268329,100.3576,,C,1,Miss,1,0,0,0,,4.618654857753077,VHigh,Young,0,0,female_1,1
517,1,2,"Smith, Miss. Florence",female,29.4,1,0,366166,10.0,,S,2,Miss,0,1,0,0,,2.3978952727983707,Low,Young,0,0,female_2,1
518,0,3,"Smith, Dr. Edward",male,26.2,0,0,483851,22.2759,,S,1,Dr,1,0,0,0,,3.1474184905143576,High,Young,0,0,male_3,0
519,1,3,"Johnson, Miss. Annie",female,24.0,1,0,121689,22.8532,,S,2,Miss,0,1,0,0,,3.171918380241862,High,Young,0,0,female_3,1
520,0,1,"Johnson, Col. William",male,25.799999999999997,0,0,116948,512.0,C110,S,1,Col,1,0,0,1,C,6.240275845170769,VHigh,Young,0,0,male_1,0
521,0,3,"Wilson, Mr. Charles",male,45.3,1,0,726846,8.261,E17,C,2,Mr,0,1,0,1,E,2.225812034188132,Low,Middle,0,0,male_3,0
522,1,2,"Anderson, Mr. Edward",male,34.8,1,0,535899,23.3986,,S,2,Mr,0,1,0,0,,3.19452575360385,High,Young,0,0,male_2,0
523,0,3,"Williams, Mr. Robert",male,28.6,0,0,922479,16.6816,,Q,1,Mr,1,0,0,0,,2.872524550852381,Mid,Young,0,0,male_3,0
524,0,3,"Miller, Mr. Charles",male,35.8,0,0,565945,18.9997,F126,S,1,Mr,1,0,0,1,F,2.99571727344149,Mid,Middle,0,0,male_3,0
525,1,3,"Brown, Mrs. Emma",female,3.8,0,0,552750,0.8507,,S,1,Mrs,1,0,0,0,,0.6155639459015656,Low,Child,1,0,female_3,1
526,1,3,"Johnson, Rev. Arthur",male,15.4,0,2,782112,8.9032,,S,3,Rev,0,1,0,0,,2.2928579372354636,Low,Teen,0,0,male_3,0
527,0,2,"Wilson, Mr. Thomas",male,14.5,0,0,99299,24.9291,,S,1,Mr,1,0,0,0,,3.2553658901167384,High,Teen,0,0,male_2,1
528,0,2,"Johnson, Mr. Thomas",male,31.9,0,0,834979,36.904,,Q,1,Mr,1,0,0,0,,3.63505664741643,VHigh,Young,0,0,male_2,0
529,1,1,"Miller, Miss. Mary",female,62.0,0,0,904186,82.0979,,S,1,Miss,1,0,0,0,,4.420019430783968,VHigh,Senior,0,1,female_1,1
530,0,3,"Anderson, Mr. Robert",male,59.0,0,3,956567,6.3987,E11,C,4,Mr,0,1,0,1,E,2.0013043091016693,Low,Middle,0,0,male_3,0
531,0,3,"Williams, Mr. Charles",male,38.3,0,0,770814,10.2926,A122,S,1,Mr,1,0,0,1,A,2.4241476439424363,Low,Middle,0,0,male_3,0
532,0,3,"Smith, Mr. Edward",male,30.65,0,0,354417,0.0,,S,1,Mr,1,0,0,0,,0.0,Low,Young,0,0,male_3,0
533,1,3,"Williams, Dr. James",male,6.6,0,0,523622,14.6829,,S,1,Dr,1,0,0,0,,2.7525709468008994,Mid,Child,1,0,male_3,1
534,0,3,"Anderson, Miss. Florence",female,26.0,0,0,351541,12.6015,C74,S,1,Miss,1,0,0,1,C,2.6101800807777042,Mid,Young,0,0,female_3,1
535,1,3,"Brown, Lady. Emma",female,16.2,0,0,587076,6.4394,,S,1,Mrs,1,0,0,0,,2.0067902004317144,Low,Teen,0,0,female_3,1
536,0,3,"Davis, Mr. Charles",male,21.9,0,0,183595,11.2989,,S,1,Mr,1,0,0,0,,2.509509827484882,Mid,Young,0,0,male_3,0
537,1,3,"Davis, Lady. Margaret",female,19.9,0,0,695644,14.6227,,C,1,Mrs,1,0,0,0,,2.748724984787482,Mid,Young,0,0,female_3,1
538,0,2,"Johnson, Rev. James",male,23.9,0,0,622252,29.6353,,S,1,Rev,1,0,0,0,,3.422152938850414,High,Young,0,0,male_2,0
539,1,2,"Davis, Miss. Annie",female,18.7,0,0,467212,22.7147,,S,1,Miss,1,0,0,0,,3.1660951090281513,High,Young,0,0,female_2,1
540,0,1,"Johnson, Dr. Charles",male,31.700000000000003,1,0,338391,105.7759,,S,2,Dr,0,1,0,0,,4.670732245631365,VHigh,Young,0,0,male_1,0
541,0,3,"Davis, Mr. Edward",male,16.1,0,1,285850,7.3005,,S,2,Mr,0,1,0,0,,2.1163157539519935,Low,Teen,0,0,male_3,0
542,0,3,"Wilson, Mr. John",male,33.1,0,0,496830,12.1292,D29,Q,1,Mr,1,0,0,1,D,2.5748387572886076,Mid,Young,0,0,male_3,0
543,1,1,"Jones, Mrs. Alice",female,37.6,0,1,545212,38.1318,,S,2,Mrs,0,1,0,0,,3.666935435675447,VHigh,Middle,0,0,female_1,1
544,0,3,"Brown, Mr. Charles",male,30.65,1,0,514593,44.7615,,S,2,Mr,0,1,0,0,,3.823443126254579,VHigh,Young,0,0,male_3,0
545,0,3,"Williams, Dr. Charles",male,0.5,2,0,550209,1.7996,,S,3,Dr,0,1,0,0,,1.0294765498332474,Low,Child,1,0,male_3,1
546,1,2,"Smith, Mr. Charles",male,26.3,0,0,428648,11.5794,,S,1,Mr,1,0,0,0,,2.5320605553812863,Mid,Young,0,0,male_2,0
547,1,1,"Brown, Mrs. Edith",female,1.9,0,2,915392,87.1896,,S,3,Mrs,0,1,0,0,,4.479489042228163,VHigh,Child,1,0,female_1,1
548,1,3,"Taylor, Mr. James",male,55.5,1,0,552101,8.1509,,S,2,Mr,0,1,0,0,,2.2138522351060756,Low,Middle,0,0,male_3,0
549,0,3,"Wilson, Mrs. Elizabeth",female,38.0,0,0,639036,6.5181,,S,1,Mrs,1,0,0,0,,2.0173134464634725,Low,Middle,0,0,female_3,1
550,0,3,"Jones, Mrs. Alice",female,26.4,0,0,905420,2.8691,,S,1,Mrs,1,0,0,0,,1.3530219218563182,Low,Young,0,0,female_3,1
551,0,3,"Anderson, Mr. John",male,24.0,0,0,730610,12.6284,,C,1,Mr,1,0,0,0,,2.6121558507034637,Mid,Young,0,0,male_3,0
552,1,3,"Anderson, Miss. Emma",female,26.3,0,0,922510,0.0,,S,1,Miss,1,0,0,0,,0.0,Low,Young,0,0,female_3,1
553,0,3,"Miller, Mr. Thomas",male,64.4,2,0,996460,21.5213,,C,3,Mr,0,1,0,0,,3.1144615280707453,High,Senior,0,1,male_3,0
554,0,3,"Taylor, Miss. Emma",female,43.2,8,0,667428,13.495,,S,9,Miss,0,0,1,0,,2.673803762373619,Mid,Middle,0,0,female_3,1
555,0,3,"Wilson, Mr. William",male,33.3,1,0,574215,16.8019,,C,2,Mr,0,1,0,0,,2.8793051931745968,Mid,Young,0,0,male_3,0
556,1,2,"Anderson, Mrs. Ellen",female,39.4,0,0,473558,22.9961,D46,S,1,Mrs,1,0,0,1,D,3.17789131714339,High,Middle,0,0,female_2,1
557,1,1,"Anderson, Lady. Annie",female,22.2,1,0,901580,73.2519,C132,S,2,Mrs,0,1,0,1,C,4.307463366581,VHigh,Young,0,0,female_1,1
558,1,1,"Anderson, Mrs. Sarah",female,4.8,0,0,564827,85.1397,,S,1,Mrs,1,0,0,0,,4.455970396917323,VHigh,Child,1,0,female_1,1
559,1,3,"Williams, Miss. Florence",female,24.0,0,0,283827,2.5235,,S,1,Miss,1,0,0,0,,1.2594548137849402,Low,Young,0,0,female_3,1
560,0,3,"Wilson, Mr. George",male,24.9,1,0,133031,9.7781,,S,2,Mr,0,1,0,0,,2.3775162976274764,Low,Young,0,0,male_3,0
561,0,3,"Williams, Mr. Charles",male,30.65,0,0,357295,5.2635,,S,1,Mr,1,0,0,0,,1.8347391343021096,Low,Young,0,0,male_3,0
562,1,1,"Jones, Miss. Alice",female,23.8,0,2,176746,88.9953,,S,3,Miss,0,1,0,0,,4.4997574467444155,VHigh,Young,0,0,female_1,1
563,1,1,"Taylor, Mr. Arthur",male,38.1,0,2,586991,101.4614,,S,3,Mr,0,1,0,0,,4.629486142286534,VHigh,Middle,0,0,male_1,0
564,0,1,"Anderson, Mr. Robert",male,25.2,1,1,855242,97.345,C143,S,3,Mr,0,1,0,1,C,4.588481704701856,VHigh,Young,0,0,male_1,0
565,0,2,"Miller, Mrs. Margaret",female,48.1,0,0,358255,24.9923,,C,1,Mrs,1,0,0,0,,3.2578003403131177,High,Middle,0,0,female_2,1
566,1,3,"Miller, Dr. Alice",female,55.8,0,0,750703,23.4704,,S,1,Dr,1,0,0,0,,3.197464223867769,High,Middle,0,0,female_3,1
567,1,2,"Miller, Mrs. Florence",female,27.2,0,0,882409,18.2488,,S,1,Mrs,1,0,0,0,,2.9574487211283826,Mid,Young,0,0,female_2,1
568,0,2,"Brown, Mr. James",male,29.3,1,0,752474,17.8224,,S,2,Mr,0,1,0,0,,2.9350476499374842,Mid,Young,0,0,male_2,0
569,1,3,"Williams, Mrs. Ellen",female,27.2,1,0,676477,3.2043,,S,2,Mrs,0,1,0,0,,1.4361078110776013,Low,Young,0,0,female_3,1
570,1,2,"Smith, Mr. James",male,46.4,0,1,800097,31.7152,,S,2,Mr,0,1,0,0,,3.4878398017066528,High,Middle,0,0,male_2,0
571,0,3,"Brown, Miss. Mary",female,11.8,0,1,840822,28.7583,,C,2,Miss,0,1,0,0,,3.393108084677359,High,Child,1,0,female_3,1
572,1,3,"Davis, Col. Charles",male,21.5,0,1,871316,12.7163,,S,2,Col,0,1,0,0,,2.6185849066274463,Mid,Young,0,0,male_3,0
573,1,2,"Williams, Miss. Alice",female,12.7,4,0,598175,15.1288,D54,S,5,Miss,0,0,1,1,D,2.7806064938333646,Mid,Teen,0,0,female_2,1
574,1,3,"Davis, Miss. Edith",female,19.3,0,0,713626,7.3224,,S,1,Miss,1,0,0,0,,2.1189506747745486,Low,Young,0,0,female_3,1
575,1,3,"Taylor, Rev. Henry",male,2.2,2,0,327685,16.8912,,S,3,Rev,0,1,0,0,,2.884308971850189,Mid,Child,1,0,male_3,1
576,0,3,"Anderson, Miss. Annie",female,19.1,0,0,468018,6.5454,,C,1,Miss,1,0,0,0,,2.0209381060564358,Low,Young,0,0,female_3,1
577,1,1,"Johnson, Mr. Henry",male,43.7,1,0,890751,205.8412,D92,C,2,Mr,0,1,0,1,D,5.331951349096959,VHigh,Middle,0,0,male_1,0
578,1,3,"Williams, Miss. Annie",female,19.9,1,0,17882,1.106,,S,2,Miss,0,1,0,0,,0.7447904137117838,Low,Young,0,0,female_3,1
579,1,3,"Smith, Miss. Emma",female,24.0,1,0,80825,13.1898,,S,2,Miss,0,1,0,0,,2.652523396639925,Mid,Young,0,0,female_3,1
580,1,2,"Anderson, Col. John",male,33.7,3,0,810342,29.6254,E129,S,4,Col,0,1,0,1,E,3.4218297300040836,High,Young,0,0,male_2,0
581,0,3,"Anderson, Dr. Emma",female,29.9,0,0,836998,12.3945,,S,1,Dr,1,0,0,0,,2.5948441749389333,Mid,Young,0,0,female_3,1
582,1,3,"Williams, Mrs. Elizabeth",female,42.8,0,1,204145,3.3281,,S,2,Mrs,0,1,0,0,,1.4651286466376994,Low,Middle,0,0,female_3,1
583,0,3,"Wilson, Mr. Edward",male,30.65,0,0,893951,5.9588,,S,1,Mr,1,0,0,0,,1.940007045688258,Low,Young,0,0,male_3,0
584,0,2,"Johnson, Mr. Thomas",male,31.2,1,1,177248,30.5409,,S,3,Mr,0,1,0,0,,3.4512851163211766,High,Young,0,0,male_2,0
585,1,3,"Miller, Miss. Annie",female,24.0,0,0,93081,15.2273,,S,1,Miss,1,0,0,0,,2.78669500909218,Mid,Young,0,0,female_3,1
586,1,1,"Anderson, Mrs. Florence",female,27.2,0,0,171361,45.5231,,S,1,Mrs,1,0,0,0,,3.8399489634354094,VHigh,Young,0,0,female_1,1
587,1,1,"Anderson, Mrs. Emma",female,29.5,0,0,977915,136.2486,,C,1,Mrs,1,0,0,0,,4.921793879973317,VHigh,Young,0,0,female_1,1
588,1,1,"Wilson, Mrs. Mary",female,20.1,0,0,997130,58.947,A34,S,1,Mrs,1,0,0,1,A,4.093460838519977,VHigh,Young,0,0,female_1,1
589,1,1,"Brown, Mr. James",male,30.65,0,4,119337,44.906,,C,5,Mr,0,0,1,0,,3.8265958274777696,VHigh,Young,0,0,male_1,0
590,1,1,"Taylor, Mrs. Mary",female,27.2,0,0,25362,89.2379,,S,1,Mrs,1,0,0,0,,4.502449516202373,VHigh,Young,0,0,female_1,1
591,1,1,"Johnson, Dr. George",male,38.5,1,0,490826,100.4723,C144,S,2,Dr,0,1,0,1,C,4.619785854832172,VHigh,Middle,0,0,male_1,0
592,0,3,"Davis, Mr. James",male,32.5,0,0,285927,1.29,,C,1,Mr,1,0,0,0,,0.8285518175661483,Low,Young,0,0,male_3,0
593,0,1,"Miller, Mr. Thomas",male,30.65,0,2,185234,77.6866,D115,C,3,Mr,0,1,0,1,D,4.365472874090228,VHigh,Young,0,0,male_1,0
594,1,2,"Wilson, Dr. Charles",male,24.9,0,0,963253,34.7718,E53,S,1,Dr,1,0,0,1,E,3.5771598735033048,High,Young,0,0,male_2,0
595,0,3,"Johnson, Mr. Robert",male,44.6,0,0,771729,24.6999,C45,S,1,Mr,1,0,0,1,C,3.2464871008430203,High,Middle,0,0,male_3,0
596,0,3,"Davis, Mr. John",male,42.3,1,0,406770,21.6427,,C,2,Mr,0,1,0,0,,3.119837504174848,High,Middle,0,0,male_3,0
597,0,3,"Wilson, Miss. Florence",female,43.0,1,0,986072,0.0,,S,2,Miss,0,1,0,0,,0.0,Low,Middle,0,0,female_3,1
598,1,1,"Wilson, Mr. William",male,35.3,0,0,290917,91.1786,,S,1,Mr,1,0,0,0,,4.523727999500743,VHigh,Middle,0,0,male_1,0
599,0,1,"Wilson, Mr. Henry",male,17.4,1,0,476910,169.9799,C15,C,2,Mr,0,1,0,1,C,5.14154600573419,VHigh,Teen,0,0,male_1,0
600,1,1,"Brown, Mr. William",male,12.1,1,0,994054,196.1536,,S,2,Mr,0,1,0,0,,5.283983120364884,VHigh,Teen,0,0,male_1,1
601,1,1,"Williams, Mr. Edward",male,21.9,1,1,187367,60.1682,,S,3,Mr,0,1,0,0,,4.113627446632206,VHigh,Young,0,0,male_1,0
602,0,2,"Johnson, Dr. Henry",male,31.700000000000003,0,0,695691,47.4201,,S,1,Dr,1,0,0,0,,3.879915016770068,VHigh,Young,0,0,male_2,0
603,1,1,"Wilson, Col. William",male,42.4,3,0,317784,48.7694,,S,4,Col,0,1,0,0,,3.9074003373427018,VHigh,Middle,0,0,male_1,0
604,1,1,"Davis, Col. John",male,36.7,0,0,468093,36.5087,,S,1,Col,1,0,0,0,,3.6245729060685266,VHigh,Middle,0,0,male_1,0
605,1,1,"Brown, Miss. Ellen",female,18.3,0,0,843401,115.3436,A18,S,1,Miss,1,0,0,1,A,4.756547881789323,VHigh,Young,0,0,female_1,1
606,0,3,"Taylor, Col. Thomas",male,25.799999999999997,0,0,839418,6.9839,,S,1,Col,1,0,0,0,,2.0774270138806235,Low,Young,0,0,male_3,0
607,0,1,"Jones, Mr. Arthur",male,30.65,0,0,636305,64.6054,,S,1,Mr,1,0,0,0,,4.18365800963535,VHigh,Young,0,0,male_1,0
608,1,2,"Wilson, Mr. James",male,35.6,0,0,388324,22.8007,D22,S,1,Mr,1,0,0,1,D,3.1697149920096175,High,Middle,0,0,male_2,0
609,1,3,"Miller, Mrs. Annie",female,0.5,0,0,541873,13.8507,,S,1,Mrs,1,0,0,0,,2.6980470021848837,Mid,Child,1,0,female_3,1
610,0,3,"Williams, Dr. William",male,39.8,0,0,14122,29.2548,,Q,1,Dr,1,0,0,0,,3.4096548495748285,High,Middle,0,0,male_3,0
611,0,1,"Davis, Col. Edward",male,25.799999999999997,1,0,26838,31.7766,,S,2,Col,0,1,0,0,,3.4897148461546337,High,Young,0,0,male_1,0
612,0,3,"Taylor, Dr. James",male,39.2,1,0,682661,13.8744,,Q,2,Dr,0,1,0,0,,2.699641614483716,Mid,Middle,0,0,male_3,0
613,0,3,"Davis, Mr. Arthur",male,34.6,0,0,295251,23.0501,,S,1,Mr,1,0,0,0,,3.180139154547284,High,Young,0,0,male_3,0
614,1,1,"Anderson, Mr. Edward",male,30.65,1,0,722717,91.1547,A137,C,2,Mr,0,1,0,1,A,4.523468686613338,VHigh,Young,0,0,male_1,0
615,0,3,"Taylor, Rev. Arthur",male,29.7,1,2,753521,17.4899,,S,4,Rev,0,1,0,0,,2.917224637055582,Mid,Young,0,0,male_3,0
616,0,3,"Miller, Mr. James",male,18.5,1,1,899110,9.9207,,S,3,Mr,0,1,0,0,,2.39066007082638,Low,Young,0,0,male_3,0
617,0,1,"Miller, Mr. Thomas",male,27.9,0,0,720571,76.6683,,C,1,Mr,1,0,0,0,,4.352447194719381,VHigh,Young,0,0,male_1,0
618,1,2,"Johnson, Mr. George",male,20.3,1,0,600313,38.0733,,C,2,Mr,0,1,0,0,,3.6654393692830687,VHigh,Young,0,0,male_2,0
619,1,3,"Jones, Miss. Elizabeth",female,24.0,2,1,600808,7.7939,,S,4,Miss,0,1,0,0,,2.17405829930438,Low,Young,0,0,female_3,1
620,1,3,"Smith, Lady. Emma",female,27.2,1,1,551632,12.3026,,S,3,Mrs,0,1,0,0,,2.587959504844082,Mid,Young,0,0,female_3,1
621,1,1,"Williams, Mrs. Florence",female,29.8,0,1,329346,67.0104,,S,2,Mrs,0,1,0,0,,4.219660634658268,VHigh,Young,0,0,female_1,1
622,1,1,"Davis, Dr. Annie",female,33.6,0,0,896518,106.8095,,C,1,Dr,1,0,0,0,,4.680365780751569,VHigh,Young,0,0,female_1,1
623,1,2,"Taylor, Col. Henry",male,5.4,0,0,811391,34.3666,,S,1,Col,1,0,0,0,,3.5657678719359134,High,Child,1,0,male_2,1
624,0,3,"Taylor, Col. Edward",male,32.8,0,1,966255,12.5361,,S,2,Col,0,1,0,0,,2.605360190543434,Mid,Young,0,0,male_3,0
625,0,3,"Brown, Col. William",male,30.0,0,0,405085,30.208,,S,1,Col,1,0,0,0,,3.440674472204355,High,Young,0,0,male_3,0
626,1,2,"Miller, Mrs. Florence",female,23.3,0,0,840696,33.2129,,S,1,Mrs,1,0,0,0,,3.532602765931626,High,Young,0,0,female_2,1
627,1,3,"Williams, Mrs. Emma",female,30.7,1,0,826700,25.1426,B94,C,2,Mrs,0,1,0,1,B,3.2635661676721597,High,Young,0,0,female_3,1
628,0,3,"Miller, Dr. Charles",male,42.2,1,0,618852,13.2199,,S,2,Dr,0,1,0,0,,2.654642392001563,Mid,Middle,0,0,male_3,0
629,1,1,"Williams, Miss. Edith",female,21.5,0,0,967110,26.0,,S,1,Miss,1,0,0,0,,3.295836866004329,High,Young,0,0,female_1,1
630,0,2,"Smith, Mr. Edward",male,20.1,3,0,154622,17.8961,A33,S,4,Mr,0,1,0,1,A,2.9389555515663206,Mid,Young,0,0,male_2,0
631,0,3,"Wilson, Dr. Edith",female,31.700000000000003,0,0,784393,27.0423,E53,S,1,Dr,1,0,0,1,E,3.333714084480071,High,Young,0,0,female_3,1
632,0,3,"Miller, Mr. John",male,17.8,0,0,671062,0.0,,S,1,Mr,1,0,0,0,,0.0,Low,Teen,0,0,male_3,0
633,1,3,"Taylor, Mr. Arthur",male,40.8,1,0,612851,1.161,,S,2,Mr,0,1,0,0,,0.770571077524749,Low,Middle,0,0,male_3,0
634,0,3,"Taylor, Rev. Arthur",male,27.5,1,0,382308,24.785,,Q,2,Rev,0,1,0,0,,3.2497929275029223,High,Young,0,0,male_3,0
635,0,1,"Anderson, Dr. William",male,31.700000000000003,2,0,989249,69.0879,,S,3,Dr,0,1,0,0,,4.24975016858528,VHigh,Young,0,0,male_1,0
636,0,2,"Williams, Mr. James",male,3.9,0,0,239351,19.373,B107,S,1,Mr,1,0,0,1,B,3.014210494799764,High,Child,1,0,male_2,1
637,0,3,"Brown, Mr. John",male,38.3,1,1,296603,1.7126,,C,3,Mr,0,1,0,0,,0.9979075845464773,Low,Middle,0,0,male_3,0
638,1,2,"Jones, Miss. Mary",female,20.0,0,0,853214,21.7215,,S,1,Miss,1,0,0,0,,3.1233116128004124,High,Young,0,0,female_2,1
639,0,2,"Taylor, Mr. George",male,30.8,1,0,491038,28.3824,D18,Q,2,Mr,0,1,0,1,D,3.3803958556327114,High,Young,0,0,male_2,0
640,0,2,"Davis, Mr. Arthur",male,33.6,1,0,147104,10.0,,C,2,Mr,0,1,0,0,,2.3978952727983707,Low,Young,0,0,male_2,0
641,1,1,"Johnson, Col. George",male,47.7,0,1,11825,227.6643,,S,2,Col,0,1,0,0,,5.432254989149988,VHigh,Middle,0,0,male_1,0
642,1,2,"Johnson, Mrs. Elizabeth",female,35.9,0,0,660475,23.3304,B65,S,1,Mrs,1,0,0,1,B,3.1917265972685884,High,Middle,0,0,female_2,1
643,1,1,"Brown, Dr. Robert",male,0.5,1,0,480306,39.6189,,S,2,Dr,0,1,0,0,,3.7042334755295303,VHigh,Child,1,0,male_1,1
644,0,2,"Anderson, Dr. Charles",male,32.4,0,0,783158,15.1214,F31,S,1,Dr,1,0,0,1,F,2.7801475819425936,Mid,Young,0,0,male_2,0
645,0,1,"Anderson, Mr. John",male,53.4,0,0,451317,98.0753,F90,C,1,Mr,1,0,0,1,F,4.595880167080998,VHigh,Middle,0,0,male_1,0
646,0,3,"Taylor, Mr. James",male,46.1,1,1,856541,22.6626,,S,3,Mr,0,1,0,0,,3.163895742622655,High,Middle,0,0,male_3,0
647,1,3,"Wilson, Lady. Florence",female,43.8,0,1,546758,7.3224,,S,2,Mrs,0,1,0,0,,2.1189506747745486,Low,Middle,0,0,female_3,1
648,0,3,"Smith, Mr. John",male,23.6,1,0,275914,10.3192,,S,2,Mr,0,1,0,0,,2.4265003988996057,Mid,Young,0,0,male_3,0
649,0,3,"Miller, Mr. James",male,40.5,0,0,168340,19.9213,,S,1,Mr,1,0,0,0,,3.040767778757415,High,Middle,0,0,male_3,0
650,1,3,"Johnson, Mrs. Edith",female,24.5,0,0,927533,8.2535,,S,1,Mrs,1,0,0,0,,2.225001858335666,Low,Young,0,0,female_3,1
651,0,1,"Anderson, Mr. James",male,36.2,1,0,695443,113.61,,C,2,Mr,0,1,0,0,,4.741535060508608,VHigh,Middle,0,0,male_1,0
652,0,3,"Brown, Col. George",male,36.6,0,0,281102,16.5889,,S,1,Col,1,0,0,0,,2.867268021262487,Mid,Middle,0,0,male_3,0
653,0,3,"Johnson, Mr. Charles",male,43.8,0,0,385950,20.0667,,S,1,Mr,1,0,0,0,,3.0476935947619315,High,Middle,0,0,male_3,0
654,0,3,"Davis, Miss. Mary",female,25.5,1,0,805238,0.0,,S,2,Miss,0,1,0,0,,0.0,Low,Young,0,0,female_3,1
655,0,2,"Williams, Rev. Edward",male,35.1,0,0,304306,10.0,,C,1,Rev,1,0,0,0,,2.3978952727983707,Low,Middle,0,0,male_2,0
656,1,1,"Smith, Mrs. Emma",female,47.5,0,2,871164,90.991,D22,S,3,Mrs,0,1,0,1,D,4.5216907461768,VHigh,Middle,0,0,female_1,1
657,0,2,"Davis, Rev. Edward",male,29.7,0,0,175961,12.2701,,C,1,Rev,1,0,0,0,,2.5855133841107487,Mid,Young,0,0,male_2,0
658,0,2,"Brown, Mr. Charles",male,30.65,1,1,561990,18.9302,,S,3,Mr,0,1,0,0,,2.992236169297282,Mid,Young,0,0,male_2,0
659,0,3,"Smith, Col. Henry",male,21.0,1,0,438993,27.4712,G25,Q,2,Col,0,1,0,1,G,3.348893050032866,High,Young,0,0,male_3,0
660,0,3,"Johnson, Mrs. Sarah",female,15.4,1,0,456187,25.1811,,S,2,Mrs,0,1,0,0,,3.265037776405795,High,Teen,0,0,female_3,1
661,0,2,"Miller, Mr. James",male,23.2,0,0,804171,12.6302,,S,1,Mr,1,0,0,0,,2.612287919115093,Mid,Young,0,0,male_2,0
662,1,3,"Jones, Lady. Elizabeth",female,38.4,1,0,296743,25.993,A54,S,2,Mrs,0,1,0,1,A,3.295577573131578,High,Middle,0,0,female_3,1
663,0,3,"Jones, Mrs. Mary",female,46.1,0,0,308971,15.6224,,S,1,Mrs,1,0,0,0,,2.81075118333413,Mid,Middle,0,0,female_3,1
664,1,1,"Jones, Mr. George",male,44.6,1,0,611109,193.7068,A148,S,2,Mr,0,1,0,1,A,5.271494837294723,VHigh,Middle,0,0,male_1,0
665,0,1,"Johnson, Rev. George",male,29.35,0,6,630971,382.2546,,S,7,Rev,0,0,1,0,,5.948699520289155,VHigh,Young,0,0,male_1,0
666,0,1,"Jones, Col. Henry",male,29.9,1,0,602734,134.9529,,S,2,Col,0,1,0,0,,4.912308502222797,VHigh,Young,0,0,male_1,0
667,0,2,"Williams, Mr. George",male,25.7,1,0,221282,23.1037,F108,S,2,Mr,0,1,0,1,F,3.1823653556835043,High,Young,0,0,male_2,0
668,1,1,"Johnson, Miss. Annie",female,40.0,0,2,880322,73.2914,,Q,3,Miss,0,1,0,0,,4.3079951980527795,VHigh,Middle,0,0,female_1,1
669,1,1,"Jones, Lady. Annie",female,20.9,0,0,499428,115.1535,,S,1,Mrs,1,0,0,0,,4.754912592210542,VHigh,Young,0,0,female_1,1
670,0,2,"Anderson, Rev. Edward",male,18.7,1,0,819471,32.7181,D110,C,2,Rev,0,1,0,1,D,3.5180347851641685,High,Young,0,0,male_2,0
671,0,1,"Miller, Dr. Henry",male,21.4,0,0,922453,29.4224,A149,S,1,Dr,1,0,0,1,A,3.4151791791825743,High,Young,0,0,male_1,0
672,1,3,"Wilson, Miss. Ellen",female,31.2,3,1,784815,13.4968,F103,S,5,Miss,0,0,1,1,F,2.673927935415811,Mid,Young,0,0,female_3,1
673,1,1,"Miller, Mr. Arthur",male,12.5,0,2,972433,103.9522,,S,3,Mr,0,1,0,0,,4.653505008409965,VHigh,Teen,0,0,male_1,1
674,1,3,"Johnson, Miss. Florence",female,28.1,0,2,369511,0.0,,S,3,Miss,0,1,0,0,,0.0,Low,Young,0,0,female_3,1
675,0,2,"Williams, Mr. Edward",male,30.65,0,0,53884,15.5259,,Q,1,Mr,1,0,0,0,,2.8049288471896454,Mid,Young,0,0,male_2,0
676,1,3,"Jones, Dr. Alice",female,31.700000000000003,0,1,690506,13.2937,,S,2,Dr,0,1,0,0,,2.6598188807504792,Mid,Young,0,0,female_3,1
677,0,1,"Wilson, Dr. Charles",male,33.4,2,0,580107,164.1365,D51,C,3,Dr,0,1,0,1,D,5.106772404626377,VHigh,Young,0,0,male_1,0
678,1,2,"Jones, Mr. Edward",male,32.5,0,0,93162,12.978,,Q,1,Mr,1,0,0,0,,2.637484665054937,Mid,Young,0,0,male_2,0
